"Year","Neighborhood Tabulation Area NTA)","Neighborhood Tabulation Area (NTA) Name","Supply Gap (lbs.)","Food Insecure Percentage","Unemployment Rate","Vulnerable Population Score","Weighted Score","Rank"
"2022","BK60","Prospect Lefferts Gardens-Wingate","-780,098.45527605",,"0.13%",,"6.18775","141"
"2022","BK61","Crown Heights North","-928,738.484183251",,"0.12%",,"6.062","150"
"2022","BK63","Crown Heights South","-163,720.881709088",,"0.14%",,"6.561","98"
"2022","BK64","Prospect Heights","-47,974.021349053",,"0.07%",,"6.012","152"
"2022","BK68","Fort Greene","101,820.716385217",,"0.11%",,"6.48275","105"
"2022","BK69","Clinton Hill","-206,596.668580914",,"0.09%",,"6.07325","149"
"2022","BK72","Williamsburg","1,550,559.78339156",,"0.08%",,"7.62325","25"
"2022","BK73","North Side-South Side","-502,896.646821814",,"0.08%",,"5.785","157"
"2022","BK75","Bedford","1,231,329.17837943",,"0.13%",,"7.996","13"
"2022","BK76","Greenpoint","165,436.339760939",,"0.07%",,"6.18175","142"
"2022","BK77","Bushwick North","447,788.11279023",,"0.14%",,"7.38275","38"
"2022","BK78","Bushwick South","-1,990,815.05831657",,"0.15%",,"5.70425","160"
"2022","BK79","Ocean Hill","-2,689,494.64165599",,"0.14%",,"4.858","180"
"2022","BK81","Brownsville","-424,810.550769591",,"0.24%",,"7.6","26"
"2022","BK82","East New York","-2,043,901.74050393",,"0.15%",,"5.7465","159"
"2022","BK83","Cypress Hills-City Line","-1,180,917.65309102",,"0.12%",,"5.66775","164"
"2022","BK85","East New York (Pennsylvania Ave)","-177,662.290168144",,"0.21%",,"7.3465","39"
"2022","BK88","Borough Park","1,336,099.81797921",,"0.08%",,"7.63875","23"
"2022","BK90","East Williamsburg","455,550.009056732",,"0.10%",,"6.93875","59"
"2022","BK91","East Flatbush-Farragut","-787,716.131927006",,"0.12%",,"6.196","140"
"2022","BK93","Starrett City","84,749.3696835111",,"0.13%",,"6.9195","61"
"2022","BK95","Erasmus","-524,331.897871029",,"0.12%",,"6.1205","145"
"2022","BK96","Rugby-Remsen Village","-2,061,965.08535429",,"0.14%",,"5.1685","177"
"2022","BK99","park-cemetery-etc-Brooklyn","-291,623.33150432",,"0.13%",,,
"2022","BX01","Claremont-Bathgate","-229,308.235076482",,"0.22%",,"7.473","32"
"2022","BX03","Eastchester-Edenwald-Baychester","-265,882.653822833",,"0.14%",,"6.71475","77"
"2022","BX05","Bedford Park-Fordham North","1,655,238.03792728",,"0.19%",,"8.6935","1"
"2022","BX06","Belmont","-130,393.247937149",,"0.19%",,"7.0165","54"
"2022","BX07","Bronxdale","1,212,206.10097383",,"0.17%",,"7.8635","15"
"2022","BX08","West Farms-Bronx River","1,145,474.43618893",,"0.16%",,"7.7655","18"
"2022","BX09","Soundview-Castle Hill-Clason Point-Harding Park","1,055,949.00404383",,"0.16%",,"7.99725","12"
"2022","BX10","Pelham Bay-Country Club-City Island","638,103.626753764",,"0.08%",,"6.67175","83"
"2022","BX13","Co-op City","697,610.81923777",,"0.13%",,"7.146","46"
"2022","BX14","East Concourse-Concourse Village","-385,128.491932946",,"0.16%",,"6.8895","62"
"2022","BX17","East Tremont","1,243,791.74657443",,"0.23%",,"8.69","2"
"2022","BX22","North Riverdale-Fieldston-Riverdale","581,081.095255975",,"0.08%",,"6.61925","86"
"2022","BX26","Highbridge","483,029.703389497",,"0.17%",,"7.63825","24"
"2022","BX27","Hunts Point","-1,173,088.58805744",,"0.15%",,"6.10225","148"
"2022","BX28","Van Cortlandt Village","1,201,659.70118336",,"0.16%",,"8.07075","7"
"2022","BX29","Spuyten Duyvil-Kingsbridge","578,414.606038428",,"0.08%",,"6.64725","84"
"2022","BX30","Kingsbridge Heights","660,199.228487912",,"0.17%",,"7.54025","30"
"2022","BX31","Allerton-Pelham Gardens","277,453.224373212",,"0.11%",,"6.88275","64"
"2022","BX33","Longwood","-1,045,830.35331095",,"0.17%",,"6.35875","121"
"2022","BX34","Melrose South-Mott Haven North","-2,226,978.13047249",,"0.18%",,"5.635","167"
"2022","BX35","Morrisania-Melrose","-2,671,635.0543957",,"0.16%",,"5.122","178"
"2022","BX36","University Heights-Morris Heights","1,647,142.40960557",,"0.17%",,"8.661","3"
"2022","BX37","Van Nest-Morris Park-Westchester Square","26,385.9515674692",,"0.15%",,"6.796","69"
"2022","BX39","Mott Haven-Port Morris","-506,118.835486427",,"0.18%",,"7.068","49"
"2022","BX40","Fordham South","1,052,945.98659553",,"0.20%",,"8.05925","8"
"2022","BX41","Mount Hope","827,701.564164053",,"0.17%",,"7.74675","20"
"2022","BX43","Norwood","384,367.72857821",,"0.17%",,"7.437","35"
"2022","BX44","Williamsbridge-Olinville","-1,193,195.32462944",,"0.18%",,"6.4445","111"
"2022","BX46","Parkchester","562,789.731210735",,"0.14%",,"7.132","47"
"2022","BX49","Pelham Parkway","413,533.282912547",,"0.14%",,"6.9955","56"
"2022","BX52","Schuylerville-Throgs Neck-Edgewater Park","1,030,098.67519794",,"0.11%",,"7.25975","41"
"2022","BX55","Soundview-Bruckner","1,169,204.54295063",,"0.18%",,"8.19175","6"
"2022","BX59","Westchester-Unionport","118,182.103329727",,"0.17%",,"7.0235","53"
"2022","BX62","Woodlawn-Wakefield","-1,198,587.49575814",,"0.12%",,"5.64","165"
"2022","BX63","West Concourse","116,113.895863443",,"0.15%",,"6.9985","55"
"2022","BX75","Crotona Park East","-49,151.6185716083",,"0.16%",,"7.04025","51"
"2022","BX98","Rikers Island","0",,"0.18%",,,
"2022","BX99","park-cemetery-etc-Bronx","-478,144.502322591",,"0.08%",,,
"2022","MN01","Marble Hill-Inwood","507,466.741115245",,"0.13%",,"7.309","40"
"2022","MN03","Central Harlem North-Polo Grounds","1,089,090.38048577",,"0.15%",,"8.05375","9"
"2022","MN04","Hamilton Heights","671,914.138927497",,"0.11%",,"7.2395","43"
"2022","MN06","Manhattanville","412,448.18769039",,"0.11%",,"6.74525","72"
"2022","MN09","Morningside Heights","53,308.8239658992",,"0.08%",,"6.45575","110"
"2022","MN11","Central Harlem South","-276,850.814422064",,"0.09%",,"6.33975","125"
"2022","MN12","Upper West Side","1,120,706.06809286",,"0.06%",,"7.22525","44"
"2022","MN13","Hudson Yards-Chelsea-Flat Iron-Union Square","-330,459.267225563",,"0.06%",,"5.87175","156"
"2022","MN14","Lincoln Square","994,858.267343575",,"0.05%",,"6.797","68"
"2022","MN15","Clinton","803,639.725773481",,"0.07%",,"6.69275","81"
"2022","MN17","Midtown-Midtown South","-580,330.596458341",,"0.06%",,"5.515","170"
"2022","MN19","Turtle Bay-East Midtown","681,398.411327696",,"0.03%",,"6.523","101"
"2022","MN20","Murray Hill-Kips Bay","444,437.582433903",,"0.05%",,"6.313","129"
"2022","MN21","Gramercy","344,112.656006435",,"0.06%",,"6.26575","133"
"2022","MN22","East Village","603,556.505380604",,"0.07%",,"6.5755","95"
"2022","MN23","West Village","447,942.332523759",,"0.05%",,"6.326","128"
"2022","MN24","SoHo-TriBeCa-Civic Center-Little Italy","531,614.948537112",,"0.05%",,"6.376","119"
"2022","MN25","Battery Park City-Lower Manhattan","259,228.007273611",,"0.04%",,"6.145","144"
"2022","MN27","Chinatown","1,013,485.8354984",,"0.11%",,"7.462","33"
"2022","MN28","Lower East Side","1,172,850.70366688",,"0.11%",,"7.6955","21"
"2022","MN31","Lenox Hill-Roosevelt Island","462,855.929061598",,"0.04%",,"6.472","108"
"2022","MN32","Yorkville","887,031.428262576",,"0.04%",,"6.793","70"
"2022","MN33","East Harlem South","1,321,687.56169761",,"0.14%",,"8.03675","11"
"2022","MN34","East Harlem North","645,055.069465691",,"0.14%",,"7.594","27"
"2022","MN35","Washington Heights North","478,226.512397832",,"0.13%",,"7.40425","36"
"2022","MN36","Washington Heights South","679,630.519218464",,"0.14%",,"7.747","19"
"2022","MN40","Upper East Side-Carnegie Hill","445,831.706832146",,"0.03%",,"6.417","115"
"2022","MN50","Stuyvesant Town-Cooper Village","-213,391.964001695",,"0.04%",,"5.767","158"
"2022","MN99","park-cemetery-etc-Manhattan","-298,260.234003348",,"0.31%",,,
"2022","QN01","South Jamaica","-3,113,372.52472361",,"0.21%",,"4.95925","179"
"2022","QN02","Springfield Gardens North","-1,415,240.21434623",,"0.13%",,"5.45725","173"
"2022","QN03","Springfield Gardens South-Brookville","-461,563.493001896",,"0.14%",,"6.271","132"
"2022","QN05","Rosedale","124,278.380252643",,"0.11%",,"6.488","104"
"2022","QN06","Jamaica Estates-Holliswood","222,896.48091228",,"0.11%",,"6.60175","88"
"2022","QN07","Hollis","-838,776.203301132",,"0.15%",,"6.1205","145"
"2022","QN08","St. Albans","-3,189,956.15291018",,"0.14%",,"4.32125","184"
"2022","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","651,143.692461665",,"0.09%",,"6.986","57"
"2022","QN12","Hammels-Arverne-Edgemere","990,797.007053637",,"0.16%",,"7.674","22"
"2022","QN15","Far Rockaway-Bayswater","5,183.24092695978",,"0.12%",,"6.94825","58"
"2022","QN17","Forest Hills","-52,721.8050735206",,"0.07%",,"6.2475","135"
"2022","QN18","Rego Park","62,147.1893146202",,"0.08%",,"6.2255","136"
"2022","QN19","Glendale","184,177.434115377",,"0.09%",,"6.411","116"
"2022","QN20","Ridgewood","-249,106.433251107",,"0.10%",,"6.37675","118"
"2022","QN21","Middle Village","31,378.6394560062",,"0.09%",,"6.34025","124"
"2022","QN22","Flushing","-7,441,650.69841794",,"0.09%",,"1.57075","188"
"2022","QN23","College Point","235,604.173980924",,"0.10%",,"6.52875","100"
"2022","QN25","Corona","1,262,966.71965218",,"0.11%",,"8.04525","10"
"2022","QN26","North Corona","117,637.51194642",,"0.12%",,"7.25375","42"
"2022","QN27","East Elmhurst","-524,758.942516348",,"0.12%",,"6.426","114"
"2022","QN28","Jackson Heights","1,388,161.97596081",,"0.10%",,"8.558","4"
"2022","QN29","Elmhurst","1,204,897.38769961",,"0.10%",,"7.941","14"
"2022","QN30","Maspeth","584,903.140946587",,"0.09%",,"6.72075","76"
"2022","QN31","Hunters Point-Sunnyside-West Maspeth","-2,063,220.16359255",,"0.07%",,"4.74475","182"
"2022","QN33","Cambria Heights","-1,069,357.14002873",,"0.12%",,"5.63575","166"
"2022","QN34","Queens Village","-2,164,231.37669463",,"0.15%",,"5.385","176"
"2022","QN35","Briarwood-Jamaica Hills","-329,161.294559037",,"0.13%",,"6.57875","93"
"2022","QN37","Kew Gardens Hills","-914,621.21137103",,"0.10%",,"5.63375","168"
"2022","QN38","Pomonok-Flushing Heights-Hillcrest","156,642.324494385",,"0.15%",,"6.8835","63"
"2022","QN41","Fresh Meadows-Utopia","478,296",,"0.11%",,"6.782","71"
"2022","QN42","Oakland Gardens","519,887.931354899",,"0.08%",,"6.60175","88"
"2022","QN43","Bellerose","331,280.698980118",,"0.09%",,"6.4985","103"
"2022","QN44","Glen Oaks-Floral Park-New Hyde Park","416,648.772880504",,"0.09%",,"6.58075","92"
"2022","QN45","Douglas Manor-Douglaston-Little Neck","257,040.866989531",,"0.08%",,"6.38475","117"
"2022","QN46","Bayside-Bayside Hills","730,462.532572621",,"0.09%",,"6.83825","67"
"2022","QN47","Ft. Totten-Bay Terrace-Clearview","393,222.524042016",,"0.08%",,"6.44425","112"
"2022","QN48","Auburndale","388,655.08",,"0.09%",,"6.5755","94"
"2022","QN49","Whitestone","544,194.56",,"0.08%",,"6.67475","82"
"2022","QN50","Elmhurst-Maspeth","322,459.430523087",,"0.09%",,"6.50375","102"
"2022","QN51","Murray Hill","-3,105,687.07074551",,"0.09%",,"4.06375","185"
"2022","QN52","East Flushing","-1,942,028.99362477",,"0.10%",,"4.82575","181"
"2022","QN53","Woodhaven","-703,426.832530693",,"0.12%",,"6.375","120"
"2022","QN54","Richmond Hill","-4,762,053.19539485",,"0.13%",,"3.35525","186"
"2022","QN55","South Ozone Park","485,856.791435838",,"0.15%",,"7.542","29"
"2022","QN56","Ozone Park","268,629.024946744",,"0.12%",,"6.733","73"
"2022","QN57","Lindenwood-Howard Beach","562,637.091128336",,"0.11%",,"6.8415","66"
"2022","QN60","Kew Gardens","-575,125.354647464",,"0.08%",,"5.95175","153"
"2022","QN61","Jamaica","-2,137,358.02969702",,"0.15%",,"5.4915","171"
"2022","QN62","Queensboro Hill","241,188.404180193",,"0.11%",,"6.59825","91"
"2022","QN63","Woodside","789,088.394880441",,"0.10%",,"7.0255","52"
"2022","QN66","Laurelton","-1,032,200.40891113",,"0.11%",,"5.6235","169"
"2022","QN68","Queensbridge-Ravenswood-Long Island City","-2,135,469.15948454",,"0.16%",,"5.4495","174"
"2022","QN70","Astoria","1,406,528.45608302",,"0.09%",,"7.50025","31"
"2022","QN71","Old Astoria","493,941.776190689",,"0.10%",,"6.72425","75"
"2022","QN72","Steinway","922,308.631070327",,"0.08%",,"6.9295","60"
"2022","QN76","Baisley Park","-1,377,497.33009831",,"0.15%",,"5.7025","161"
"2022","QN98","Airport","-313,390.876808584",,"0.00%",,,
"2022","QN99","park-cemetery-etc-Queens","-245,601.524145639",,"0.37%",,,
"2022","SI01","Annadale-Huguenot-Prince's Bay-Eltingville","211,492.952114573",,"0.07%",,"6.278","131"
"2022","SI05","New Springville-Bloomfield-Travis","650,673.21695964",,"0.09%",,"6.72775","74"
"2022","SI07","Westerleigh","243,872.552840804",,"0.09%",,"6.42675","113"
"2022","SI08","Grymes Hill-Clifton-Fox Hills","-626,960.342310539",,"0.11%",,"5.9105","154"
"2022","SI11","Charleston-Richmond Valley-Tottenville","267,789.940656909",,"0.08%",,"6.341","123"
"2022","SI12","Mariner's Harbor-Arlington-Port Ivory-Graniteville","32,144.6907310678",,"0.10%",,"6.32875","127"
"2022","SI14","Grasmere-Arrochar-Ft. Wadsworth","156,799.028462075",,"0.10%",,"6.46525","109"
"2022","SI22","West New Brighton-New Brighton-St. George","-40,205.3158188036",,"0.11%",,"6.601","90"
"2022","SI24","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","-37,121.2010832104",,"0.08%",,"6.16775","143"
"2022","SI25","Oakwood-Oakwood Beach","381,944.515000313",,"0.09%",,"6.57375","96"
"2022","SI28","Port Richmond","-837,238.001777122",,"0.10%",,"5.6865","162"
"2022","SI32","Rossville-Woodrow","234,587.17052078",,"0.07%",,"6.25875","134"
"2022","SI35","New Brighton-Silver Lake","219,884.067807149",,"0.08%",,"6.33575","126"
"2022","SI36","Old Town-Dongan Hills-South Beach","374,571.048863721",,"0.09%",,"6.5685","97"
"2022","SI37","Stapleton-Rosebank","-1,157,937.71037517",,"0.10%",,"5.68225","163"
"2022","SI45","New Dorp-Midland Beach","425,146.864108751",,"0.09%",,"6.53875","99"
"2022","SI48","Arden Heights","376,259.52",,"0.08%",,"6.481","106"
"2022","SI54","Great Kills","489,628.074508404",,"0.09%",,"6.62625","85"
"2022","SI99","park-cemetery-etc-Staten Island","0",,"0.00%",,,
